ID,Repeat,Init,Fin,Length (s),Song Name,Link,Comments,Singer,Language,Gender
zOHRPtwnMWY,0,0,0.32,32,,youtube.com/watch?v=zOHRPtwnMWY,,Noelia MC,English,Female
REyl8LIZ-ac,0,0.01,0.52,51,,youtube.com/watch?v=REyl8LIZ-ac,,Barbara Sepulveda,Spanish,Female
2aYrtJo0Jm0,0,0.2,1.05,45,,youtube.com/watch?v=2aYrtJo0Jm0,,Sonia Madoc,Spanish,Female
1NEDEZZynLg,0,0,1.47,107,,youtube.com/watch?v=1NEDEZZynLg,,male,Spanish,Male
Pdrlret8518,0,0.02,0.21,19,,youtube.com/watch?v=Pdrlret8518,,male,Spanish,Male
np263pb6Cw8,0,0,1.24,84,,youtube.com/watch?v=np263pb6Cw8,,Lidia Farga,Spanish,Female
cn2btLqNquQ,0,0,3.19,199,,youtube.com/watch?v=cn2btLqNquQ,,georgie madeleine,English,Female
cop8FimMdVA,1,0,0.15,15,,youtube.com/watch?v=cop8FimMdVA,,Sara Priscila,Portuguese,Female
cop8FimMdVA,1,0.19,2.5,151,,youtube.com/watch?v=cop8FimMdVA,,Sara Priscila,Portuguese,Female
CgwDCjqWCzc,0,0,2.01,121,,youtube.com/watch?v=CgwDCjqWCzc,,Sara Priscila,English,Female
-Tb-LlcpgMw,0,0,2.35,155,,youtube.com/watch?v=-Tb-LlcpgMw,,Cassidy Wales,English,Female
56r83EYpuI8,0,0,1.04,64,,youtube.com/watch?v=56r83EYpuI8,,Nisi?,Spanish,Female
Zi7oFR3avNM,0,0,3.08,188,,youtube.com/watch?v=Zi7oFR3avNM,,sandra donado,Spanish,Female
0opDz6QLypM,0,0.09,2.35,146,,youtube.com/watch?v=0opDz6QLypM,,kevin cortes,Spanish,Male
dY2Bc2ZGi34,1,0,1.04,64,,youtube.com/watch?v=dY2Bc2ZGi34,,Noelia Simarro,Spanish,Female
eEeAjtFN440,0,0,3.56,236,,youtube.com/watch?v=eEeAjtFN440,,Isabel Borbolla,Spanish,Female
EyjymPNcdMY,0,0.45,4.06,201,,youtube.com/watch?v=EyjymPNcdMY,,Isabel Borbolla,Spanish,Female
mjPn6e7VcpE,0,0,2.03,123,,youtube.com/watch?v=mjPn6e7VcpE,,Ana Grande,Spanish,Female
5LArR-IPc8A,0,0,1.59,119,,youtube.com/watch?v=5LArR-IPc8A,,Ana Grande,Spanish,Female
MMX_Uq0T54Q,0,0,1.38,98,,youtube.com/watch?v=MMX_Uq0T54Q,,Ana Grande,Spanish,Female
4zyqlcyBFXE,0,0.33,3.34,181,,youtube.com/watch?v=4zyqlcyBFXE,,La Llorona,Spanish,Female
2KzABpy5wCg,0,0,2.54,174,,youtube.com/watch?v=2KzABpy5wCg,,Mery Gonzalez,Spanish,Female
qINSYW1kabo,0,0,1.38,98,,youtube.com/watch?v=qINSYW1kabo,,Mery Gonzalez,Spanish,Female
njmHfgtgce8,0,0,1.59,119,,youtube.com/watch?v=njmHfgtgce8,,Kahlil Quintero,Spanish,Male
rCYpPFbrgME,0,0,2.06,126,,youtube.com/watch?v=rCYpPFbrgME,,Beautybyrina,Spanish,Female
pY2EQVHsx0c,0,0,0.14,14,,youtube.com/watch?v=pY2EQVHsx0c,,Gema Taez,Spanish,Female
21U8f9xFK2g,0,0,2.39,159,,youtube.com/watch?v=21U8f9xFK2g,,Alejandro Fernández,Spanish,Male
MAd7lkFgsZI,0,0,2.37,157,,youtube.com/watch?v=MAd7lkFgsZI,,Alejandro Fernández,Spanish,Male
yMs1shXGB1s,0,0,4.03,243,,youtube.com/watch?v=yMs1shXGB1s,,Alejandro Fernández,Spanish,Male
vOYYSdz2JdU,0,0,0.55,55,,youtube.com/watch?v=vOYYSdz2JdU,,Alejandro Fernández,Spanish,Male
m4TFgBzueBc,0,0.02,1.58,116,,youtube.com/watch?v=m4TFgBzueBc,,Alejandro Fernández,Spanish,Male
5XoDGzxU778,0,0,2,120,,youtube.com/watch?v=5XoDGzxU778,,Alejandro Fernández,Spanish,Male
sKkzWTMggAc,0,0,3.04,184,,youtube.com/watch?v=sKkzWTMggAc,,Marcos Alberto Cortez Lauriano,Spanish,Male
cPgSVAy7NYM,0,0.09,3.4,211,,youtube.com/watch?v=cPgSVAy7NYM,,Andres Foster,English,Male
2ENDDmxOYlo,0,0.04,0.52,48,solo por ti,youtube.com/watch?v=2ENDDmxOYlo,,Marcos Ojeda,Spanish,Male
VI9PdTitzhI,1,0.1,0.18,8,,youtube.com/watch?v=VI9PdTitzhI,,Reflejo,Spanish,Male
VI9PdTitzhI,1,0.37,0.48,11,,youtube.com/watch?v=VI9PdTitzhI,,Reflejo,Spanish,Male
rZ8QHsFXttA,0,0.15,1.5,95,Amor Eterno,youtube.com/watch?v=rZ8QHsFXttA,,LuciaUnknown,Spanish,Female
iQxkS9TZDbU,0,0.21,1.05,44,bagdag,youtube.com/watch?v=iQxkS9TZDbU,,Rosalia,Spanish,Female
AW7CFJ6pq78,0,0.02,1.55,113,Alma Llanera,youtube.com/watch?v=AW7CFJ6pq78,,Claudielle Lee,Spanish,Female
rdqcnT2XFQ4,0,0,2.4,160,Dicen,youtube.com/watch?v=rdqcnT2XFQ4,,Claudielle Lee,Spanish,Female
l9Rd3uJxf7A,0,0,2.04,124,Bachata Rosa,youtube.com/watch?v=l9Rd3uJxf7A,,Claudielle Lee,Spanish,Female
bokHzB2Ay8o,0,0,3.17,197,Cuando Te Beso,youtube.com/watch?v=bokHzB2Ay8o,,Claudielle Lee,Spanish,Female
bGda06EW2Jo,0,0,2.58,178,La Gloria De Dios,youtube.com/watch?v=bGda06EW2Jo,,Claudielle Lee,Spanish,Female
JABzivrdSbc,0,0,1.39,99,Sabor A Mí,youtube.com/watch?v=JABzivrdSbc,,Claudielle Lee,Spanish,Female
B6cXlPR3YEQ,0,0,1.02,62,Hay Un Amigo En Mí,youtube.com/watch?v=B6cXlPR3YEQ,,Claudielle Lee,Spanish,Female
3KsEX8ns-hI,0,0,4.2,260,Déjame Estar,youtube.com/watch?v=3KsEX8ns-hI,,Claudielle Lee,Spanish,Female
z01yviuWGyw,0,0,1.54,114,¡CUÁN GRANDE ES ÉL!,youtube.com/watch?v=z01yviuWGyw,,Claudielle Lee,Spanish,Female
gqzxqYUl6vE,0,0,1.55,115,"Cerca De Ti, Señor",youtube.com/watch?v=gqzxqYUl6vE,,Claudielle Lee,Spanish,Female
NnNpHikzHXs,0,0,3.24,204,Soneto a Jesús Crucificado,youtube.com/watch?v=NnNpHikzHXs,,Claudielle Lee,Spanish,Female
kAGlkKf0CXY,0,0,3.08,188,,youtube.com/watch?v=kAGlkKf0CXY,,Claudielle Lee,Spanish,Female
P5cQQhrqon8,0,0,2.26,146,Mi Gran Amor,youtube.com/watch?v=P5cQQhrqon8,,Claudielle Lee,Spanish,Female
IxtyBgeSQ4E,0,0,3.34,214,Lía,youtube.com/watch?v=IxtyBgeSQ4E,,Claudielle Lee,Spanish,Female
8vG56pwzAk4,0,0,3.39,219,Himno Nacional Del Perú,youtube.com/watch?v=8vG56pwzAk4,,Claudielle Lee,Spanish,Female
VLKmQCm9COE,0,0,1.15,75,CAMILO,youtube.com/watch?v=VLKmQCm9COE,,Claudielle Lee,Spanish,Female
8l4Lib_uOz0,0,0,1.13,73,Sun & Moon,youtube.com/watch?v=8l4Lib_uOz0,,Claudielle Lee,Spanish,Female
McmIf-gYQPA,0,0,2.29,149,El Día Que Me Quieres,youtube.com/watch?v=McmIf-gYQPA,,Claudielle Lee,Spanish,Female
7o488_ZTRp8,0,0.35,4.45,250,PAZ Y SOLIDARIDAD,youtube.com/watch?v=7o488_ZTRp8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
8hWCfACUUgY,0,0.46,2.33,107,CAPERUCITA HA SALIDO,youtube.com/watch?v=8hWCfACUUgY,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
hjO7McdZ-FE,0,0.36,4.14,218,"AY, AY, AY",youtube.com/watch?v=hjO7McdZ-FE,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
FsxQ08YGZJA,0,0.24,4.09,225,LA LLORONA,youtube.com/watch?v=FsxQ08YGZJA,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
TuXvg_H-wPY,0,1.18,4.33,195,PAQUITO EL CHOCOLATERO,youtube.com/watch?v=TuXvg_H-wPY,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
MRkPGtNFvXY,1,4.08,6.17,129,AMAPOLA,youtube.com/watch?v=MRkPGtNFvXY,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rKXv8kP8ihc,0,0.25,3.2,175,DOS GARDENIAS,youtube.com/watch?v=rKXv8kP8ihc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
XZ_I1trVeWk,0,0.04,3.56,232,la barca,youtube.com/watch?v=XZ_I1trVeWk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
0XUa062ADDM,0,0.03,3.06,183,NOCHE DE AMOR Y MISTERIOSA,youtube.com/watch?v=0XUa062ADDM,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
nfXgsU1euGk,0,0.05,2.17,132,"TE QUIERO, DIJISTE",youtube.com/watch?v=nfXgsU1euGk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
ODCRz6XC7L8,0,0.05,4.14,249,JÚRAME,youtube.com/watch?v=ODCRz6XC7L8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
lWwkmoBBp1Y,0,3.38,7.56,258,GITANA QUE TÚ SERÁS,youtube.com/watch?v=lWwkmoBBp1Y,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rWvfEmX5khk,0,0.1,4.16,246,"UNA ESTRELLA EN MI JARDÍN,",youtube.com/watch?v=rWvfEmX5khk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rVk2TRqwuz0,0,0.1,3.34,204,granada,youtube.com/watch?v=rVk2TRqwuz0,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
9n1Y_xcdogQ,0,1.41,4.4,179,estrellita,youtube.com/watch?v=9n1Y_xcdogQ,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
fX_sXPAdffg,0,1.33,4.24,171,LAMENTO BORINCANO,youtube.com/watch?v=fX_sXPAdffg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
0mA667QU5IE,0,0.25,3.22,177,EL GALLERO,youtube.com/watch?v=0mA667QU5IE,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
j3ynzC5ywko,0,0.18,2.43,145,LA QUE SE FUE,youtube.com/watch?v=j3ynzC5ywko,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
p-gjRCMOW_4,0,0.3,3.17,167,"GRACIOSA Y COQUETA,",youtube.com/watch?v=p-gjRCMOW_4,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rc4f89VNWEE,0,0.19,2.54,155,LA FERIA DE LAS FLORES,youtube.com/watch?v=rc4f89VNWEE,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
YxgIuUBDIwU,0,1.04,3.28,144,CHICA YEYÉ,youtube.com/watch?v=YxgIuUBDIwU,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rdQiNtnLvkQ,0,0.14,4.54,280,EL TIEMPO PASA,youtube.com/watch?v=rdQiNtnLvkQ,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
CWaQyxBPeZI,0,1.22,4.14,172,EL NOVIO DE LA MUERTE,youtube.com/watch?v=CWaQyxBPeZI,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rutISj-wuHM,0,1.5,4.1,140,MADELÓN,youtube.com/watch?v=rutISj-wuHM,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
RBXFi_ThDfU,0,0.53,4.28,215,HIMNO DE INFANTERÍA,youtube.com/watch?v=RBXFi_ThDfU,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
nr6Mfvmr8Lo,0,0.23,2.45,142,VIRGEN GUADALUPANA,youtube.com/watch?v=nr6Mfvmr8Lo,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
FdBbAr1IsdA,0,0.45,4.35,230,SOIS LA SEMILLA,youtube.com/watch?v=FdBbAr1IsdA,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
ibnSNKu8Vtk,0,1.07,4.52,225,,youtube.com/watch?v=ibnSNKu8Vtk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
5mxKEyGO1Lw,0,4.1,6.35,145,DOS GARDENIAS,youtube.com/watch?v=5mxKEyGO1Lw,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
wNYv_0of6ro,0,1.53,6.14,261,CUCURRUCÚ PALOMA,youtube.com/watch?v=wNYv_0of6ro,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
CV-_B7RwlPU,0,0.03,4.43,280,JUAN CHARRASQUEADO,youtube.com/watch?v=CV-_B7RwlPU,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
V_BQDTojK9A,0,1.1,6.1,300,EL ABUELO,youtube.com/watch?v=V_BQDTojK9A,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
AK5dK-pompM,0,0.03,2.27,144,PALOMA QUERIDA,youtube.com/watch?v=AK5dK-pompM,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
UN9HaD77VDc,0,1.23,4.2,177,LIMOSNA DE AMOR,youtube.com/watch?v=UN9HaD77VDc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
BlZCSnHD39Q,0,0.03,3.32,209,LA NOCHE QUE TE VÍ,youtube.com/watch?v=BlZCSnHD39Q,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
AbcG-L9JX30,0,1.14,4.23,189,ESTA COBARDÍA,youtube.com/watch?v=AbcG-L9JX30,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
f9hxgJ59iuc,0,0.05,3.42,217,UN CLAVEL,youtube.com/watch?v=f9hxgJ59iuc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
TAihF0puvZ8,0,0.05,2.03,118,VIVE,youtube.com/watch?v=TAihF0puvZ8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
apyO6YPz8JQ,0,0.05,2.34,149,CORAZÓN CONTENTO,youtube.com/watch?v=apyO6YPz8JQ,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
FFRSk2Dqpt8,0,0.42,2.18,96,ABUELITO DIME TÚ,youtube.com/watch?v=FFRSk2Dqpt8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
e4nv3MnBLRM,0,0.26,2,94,ANDALUCES DE JAÉN,youtube.com/watch?v=e4nv3MnBLRM,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
hHWrTsfJ_M8,0,0.38,3.26,168,PERFIDIA,youtube.com/watch?v=hHWrTsfJ_M8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
ljXVmmVSJnI,0,0.31,2.43,132,EL MACETERO,youtube.com/watch?v=ljXVmmVSJnI,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
f9gghAi87e8,0,2.08,5.13,185,LA NIÑA DE FUEGO,youtube.com/watch?v=f9gghAi87e8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
0ZJ-ZQp_82k,0,2.14,6.43,269,LA PATRONA DE MI TIERRA,youtube.com/watch?v=0ZJ-ZQp_82k,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
klusaBGm39I,0,0.4,4.32,232,LA ROSA,youtube.com/watch?v=klusaBGm39I,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
plUtoY4W334,0,0.38,2.25,107,RONDEÑA MIA,youtube.com/watch?v=plUtoY4W334,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
XcVaGGb82dk,0,0.03,2,117,COSTA DE LEVANTE,youtube.com/watch?v=XcVaGGb82dk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
TR_WiXMjxRg,0,0.05,1.5,105,TUS OJOS ME MIRARON,youtube.com/watch?v=TR_WiXMjxRg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
1zrHhd2x9L8,0,0.06,5.53,347,"NO SABES TU, QUE YO TENÍA",youtube.com/watch?v=1zrHhd2x9L8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
o1Bcnv3lq2w,0,0.06,3.26,200,AQUEL MOTIVO DE LA PATRIA,youtube.com/watch?v=o1Bcnv3lq2w,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
vmIeeDU36rg,0,0.04,2.27,143,TOSCO Y RUDO TRABAJADOR,youtube.com/watch?v=vmIeeDU36rg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
FKG83FaXkJs,0,0.05,3.19,194,POR EL HUMO SE SABE,youtube.com/watch?v=FKG83FaXkJs,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
y4o2cK0ruL8,0,0.22,3.52,210,¡HAY! JALISCO NO TE RAJES,youtube.com/watch?v=y4o2cK0ruL8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
FprusCOEp9k,0,0.07,5.59,352,VENID PASTORCITOS,youtube.com/watch?v=FprusCOEp9k,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
0f_yPTi6B5k,0,0.05,4.15,250,PAÍS DEL SOL DE MUJERES HERMOSAS,youtube.com/watch?v=0f_yPTi6B5k,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
hTs0FSyLRJw,0,0.08,3.38,210,A DÓNDE VAIS HUYENDO ILUSIONES,youtube.com/watch?v=hTs0FSyLRJw,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
dYxj4fo3C0M,0,0.05,4.36,271,"AMIGO, SI LO VES",youtube.com/watch?v=dYxj4fo3C0M,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
lRJNYqdUKXQ,0,0.05,3.17,192,DOCE CASCABELES,youtube.com/watch?v=lRJNYqdUKXQ,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
-kIEfIFv0bc,0,0.24,2.25,121,EL ABUELO DE LAS MANDARINAS,youtube.com/watch?v=-kIEfIFv0bc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
myBVa_N4O_A,0,0.07,2.24,137,NESSUN DORMA,youtube.com/watch?v=myBVa_N4O_A,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
lW-MEKbrX2M,0,1.28,5.04,216,ESOS ALTOS DE JALISCO,youtube.com/watch?v=lW-MEKbrX2M,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
qs82SBi7y_A,0,0.05,3.38,213,"BUSCO A MARINA, BUSCO A LA INFIEL",youtube.com/watch?v=qs82SBi7y_A,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
Xrd8y40_b2Q,0,2.11,4.38,147,MIGUEL FLETA ESTRENÓ TURANDOT,youtube.com/watch?v=Xrd8y40_b2Q,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
Hro9lZ6nQes,0,1.06,3.05,119,LA DONA E MOBILE,youtube.com/watch?v=Hro9lZ6nQes,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
PF96iC0foZw,0,0.3,2.32,122,CELESTE AIDA,youtube.com/watch?v=PF96iC0foZw,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
_L-vHYC0hnQ,0,0.28,3.09,161,CIELITO LINDO,youtube.com/watch?v=_L-vHYC0hnQ,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
SYFGMkXj13w,0,0.12,2.27,135,ALLÁ EN EL RANCHO GRANDE,youtube.com/watch?v=SYFGMkXj13w,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
bm_zIKRAaVg,0,0.27,3.38,191,ADIOS ESPAÑA,youtube.com/watch?v=bm_zIKRAaVg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
28sBzfOHEq0,0,0.08,3.35,207,LA NIÑA DE PUERTO RICO,youtube.com/watch?v=28sBzfOHEq0,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
ftGsEZWelIM,0,0.45,4.17,212,"HOJAS VERDES,",youtube.com/watch?v=ftGsEZWelIM,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
ueV684tHtqg,0,0.06,4.48,282,UNA FURTIVA LÁGRIMA,youtube.com/watch?v=ueV684tHtqg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
b0WXfttga2o,0,0.29,3.25,176,DANUBIO AZUL,youtube.com/watch?v=b0WXfttga2o,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
ghqP_jOzzDA,0,0.1,3.22,192,SÓLO ERA UN NIÑO,youtube.com/watch?v=ghqP_jOzzDA,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
63GY_lbCX3E,0,0.05,1.43,98,PESCADOR DE HOMBRES,youtube.com/watch?v=63GY_lbCX3E,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
rtWbtRWDuDU,0,1.03,5.03,128,"VAMOS PASTORES, VÁMONOS A BELÉN",youtube.com/watch?v=rtWbtRWDuDU,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
QOVtxpdA5Vc,0,0.15,3.11,176,A LA PUERTA DE UN RICO AVARIENTO,youtube.com/watch?v=QOVtxpdA5Vc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
QMIhxVg1jew,0,0.08,3,172,LA NOCHEBUENA SE VIENE,youtube.com/watch?v=QMIhxVg1jew,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
yobIyMdNrtk,0,0.34,6.08,334,LA MURALLA,youtube.com/watch?v=yobIyMdNrtk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
eOS8R9XRkOc,0,0.13,3.43,210,LAMENTO AL MAR,youtube.com/watch?v=eOS8R9XRkOc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
TgHYg8Pp_ec,0,0.1,2.23,133,DE ALGUNA MANERA,youtube.com/watch?v=TgHYg8Pp_ec,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
yiFoxPMXqT0,0,0.16,3.29,193,TIENE QUE LLOVER A CANTAROS,youtube.com/watch?v=yiFoxPMXqT0,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
3NkI6QzeoVI,0,0.48,3.46,178,LIBERTAD SIN IRA,youtube.com/watch?v=3NkI6QzeoVI,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
pc_LnGNpK0Q,0,0.1,3.48,218,ME HUBIERA GUSTADO TANTO,youtube.com/watch?v=pc_LnGNpK0Q,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
V2b2hKRNvTc,0,0.3,2.15,105,"FELIZ, FELIZ EN TU DIA",youtube.com/watch?v=V2b2hKRNvTc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
TcrRG8AMNAc,0,0.15,4.15,240,SI LLEGA ÉL,youtube.com/watch?v=TcrRG8AMNAc,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
FdK_L9XBJoY,0,0.11,3.32,201,LA CHUNGA,youtube.com/watch?v=FdK_L9XBJoY,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
1IJUKInxHyk,0,0.35,3.39,184,PAQUITO EL CHOCOLATERO,youtube.com/watch?v=1IJUKInxHyk,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
pCQcI0bWwUU,0,0.15,2.39,144,"CHICA YÉ, YÉ",youtube.com/watch?v=pCQcI0bWwUU,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
UT-0pVm1fSg,0,0.1,4.3,260,LA COPLA QUE ESTÁ EN MI BOCA,youtube.com/watch?v=UT-0pVm1fSg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
7WIk6BhkcSQ,0,0.18,1.58,100,CAPERUCITA HA SALIDO,youtube.com/watch?v=7WIk6BhkcSQ,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
xMfE1P9HZDg,0,0.24,3.32,188,CANTO,youtube.com/watch?v=xMfE1P9HZDg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
2LLGYAaJQtY,0,0.21,2.46,145,ENSEÑAME A CANTAR,youtube.com/watch?v=2LLGYAaJQtY,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
suxN3l51JCg,0,0.2,3.47,207,CALLE ABAJO,youtube.com/watch?v=suxN3l51JCg,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
gyG3SgCCDjI,0,0.3,4.15,225,QUIEN COMPRA UNA CANCIÓN,youtube.com/watch?v=gyG3SgCCDjI,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
iv6umM2o2sI,0,0.18,4.05,227,SI SE CALLA EL CANTOR,youtube.com/watch?v=iv6umM2o2sI,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
9Y3zyjQ4ypI,0,1.56,5.1,194,BOMBÓN,youtube.com/watch?v=9Y3zyjQ4ypI,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
Xa7qfacOjC0,0,2.5,7.37,287,BIBRO,youtube.com/watch?v=Xa7qfacOjC0,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
vJpqe7gugb8,0,0.18,3.44,206,BESO A BESO,youtube.com/watch?v=vJpqe7gugb8,,JOAQUIN MARTINEZ IZQUIERDO,Spanish,Male
dHkBxJsq1H4,0,0.01,1.08,67,Oh Canada,youtube.com/watch?v=dHkBxJsq1H4,,Xissy CK,English,Female
bxZab_R4cpI,0,0.02,1.5,108,This is me,youtube.com/watch?v=bxZab_R4cpI,,Xissy CK,English,Female
9dX3xyQpyEg,0,0.01,0.43,42,Somewhere Out There,youtube.com/watch?v=9dX3xyQpyEg,,Xissy CK,English,Female
RS43HrUZmuY,0,0.1,3.04,174,I Will Follow You Into The Dark,youtube.com/watch?v=RS43HrUZmuY,,Cherie Weir,English,Female
IrgUg-t9Mzw,0,0.04,3.47,223,Coldplay - Fix you,youtube.com/watch?v=IrgUg-t9Mzw,,Cherie Weir,English,Female
7uj7TB6tc2s,0,0.02,2.41,159,Rascal Flatts - Bless The Broken Road,youtube.com/watch?v=7uj7TB6tc2s,,Cherie Weir,English,Female
YQRHqNVHvIc,0,0.23,3.54,211,Sam Smith - I'm not the only one,youtube.com/watch?v=YQRHqNVHvIc,,Reinaldo Palacios,English,Male
pZsYbuaHX10,0,0.17,3.1,173,Us Against The World (Coldplay),youtube.com/watch?v=pZsYbuaHX10,,Reinaldo Palacios,English,Male
HhmF2w-39E8,0,0.01,0.35,34,One republic- Preacher,youtube.com/watch?v=HhmF2w-39E8,,Reinaldo Palacios,English,Male
fyxHP_MosIs,0,0.01,1.24,83,,youtube.com/watch?v=fyxHP_MosIs,,Romina Bardales,English,Female
XXvrJkhZjRE,0,0.01,2.14,133,Killing Me Softly Fudgees,youtube.com/watch?v=XXvrJkhZjRE,,Etiene Krieger,English,Female
KyX6UTEIXNU,0,0.01,1.34,93,Garota De Ipanema (Antônio Carlos Jobim),youtube.com/watch?v=KyX6UTEIXNU,,Etiene Krieger,Portuguese,Female
sOlM6Tdi0AU,0,0.01,1.5,109,Loving You (Minnie Riperton),youtube.com/watch?v=sOlM6Tdi0AU,,Etiene Krieger,English,Female
8NXu2Mm9htE,0,0.01,1.48,107,The Way We Were (Barbra Streisand),youtube.com/watch?v=8NXu2Mm9htE,,Etiene Krieger,English,Female
